customer_id,signup_date,age,gender,country,plan,monthly_charge,acquisition_channel,device,n_support_tickets,legacy_score,promo_code,churn_30d
1427,2021-11-27,27.0,M,UK,basic,9.01,organic,,1,91.8,PROMO_3,1
1428,2021-01-12,,F,PK,basic,7.68,paid_search,,1,52.9,PROMO_1,0
1429,2023-06-08,36.0,M,US,basic,9.33,organic,ios,1,13.8,PROMO_2,0
1430,2021-06-20,36.0,F,DE,basic,9.12,organic,,1,51.1,PROMO_1,0
1431,2022-09-01,23.0,M,UK,basic,10.42,organic,ios,1,44.3,PROMO_1,0
1432,2023-09-29,32.0,F,PK,premium,39.02,organic,android,0,52.6,PROMO_3,0
1433,2023-10-18,42.0,M,US,standard,17.57,paid_search,android,2,76.7,PROMO_1,1
1434,2022-04-27,23.0,F,PK,basic,8.96,paid_search,android,3,41.9,PROMO_8,1
1435,2023-03-28,31.0,F,US,standard,18.5,paid_search,web,2,37.5,PROMO_1,0
1436,2024-01-22,32.0,Other,DE,standard,19.66,referral,ios,1,40.3,PROMO_1,0
1437,2022-10-30,38.0,M,PK,standard,19.04,paid_search,web,1,82.3,PROMO_1,0
1438,2021-12-22,53.0,F,US,basic,8.09,social,ios,1,43.1,PROMO_1,0
1439,2023-03-28,34.0,F,UK,basic,7.82,social,web,4,53.9,PROMO_1,0
1440,2020-10-31,29.0,F,IN,basic,9.19,paid_search,ios,4,77.7,PROMO_6,0
1441,2021-07-01,67.0,F,PK,basic,10.0,paid_search,ios,2,60.0,PROMO_2,0
1442,2022-07-04,32.0,M,UK,basic,9.06,partner,android,1,16.2,PROMO_1,0
1443,2020-11-29,35.0,M,PK,premium,41.54,paid_search,ios,0,42.8,PROMO_3,0
1444,2022-10-22,33.0,M,PK,premium,42.16,social,ios,4,40.2,PROMO_1,0
1445,2023-12-01,34.0,M,PK,basic,9.19,social,android,0,23.9,PROMO_2,0
1446,2024-04-22,38.0,M,DE,basic,8.41,referral,android,0,42.9,PROMO_11,0
1447,2020-11-24,47.0,M,PK,basic,9.14,paid_search,android,2,9.2,PROMO_1,0
1448,2020-10-25,41.0,F,IN,basic,9.87,paid_search,android,1,54.9,PROMO_1,0
1449,2021-08-25,49.0,M,US,standard,19.81,paid_search,ios,3,50.1,PROMO_19,1
1450,2024-01-20,48.0,F,CA,basic,9.54,referral,ios,0,39.4,PROMO_1,0
1451,2023-05-02,39.0,F,PK,standard,18.3,paid_search,web,0,22.9,PROMO_1,0
1452,2024-04-15,41.0,M,US,premium,38.37,partner,ios,0,70.9,PROMO_6,0
1453,2024-04-01,49.0,M,DE,standard,18.82,referral,ios,1,41.5,PROMO_20,1
1454,2023-07-07,25.0,F,US,standard,18.92,organic,ios,1,66.5,PROMO_1,0
1455,2022-04-13,64.0,F,UK,standard,20.78,paid_search,ios,1,48.1,PROMO_3,0
1456,2024-03-12,31.0,F,CA,basic,7.31,partner,android,2,71.9,PROMO_1,1
1457,2020-09-21,33.0,M,AE,basic,9.02,organic,android,2,58.8,PROMO_70,0
1458,2022-09-21,24.0,F,CA,standard,18.88,paid_search,android,6,51.7,PROMO_3,1
1459,2023-06-12,24.0,M,PK,basic,8.01,organic,ios,1,37.4,PROMO_1,0
1460,2022-06-29,48.0,M,AE,standard,20.02,organic,android,1,69.5,PROMO_2,0
1461,2021-06-16,62.0,F,AE,basic,8.48,paid_search,ios,0,46.9,PROMO_1,0
1462,2023-04-06,31.0,M,AE,basic,8.74,referral,web,0,37.8,PROMO_9,0
1463,2024-04-06,41.0,M,UK,basic,10.33,social,ios,2,47.6,PROMO_1,1
1464,2024-04-01,39.0,M,DE,premium,42.15,organic,android,1,49.3,PROMO_1,0
1465,2021-03-23,48.0,M,CA,basic,9.41,paid_search,ios,2,63.1,PROMO_150,0
1466,2024-01-08,61.0,F,PK,basic,9.27,paid_search,ios,1,21.8,PROMO_1,0
1467,2022-01-15,54.0,M,PK,basic,8.88,social,web,1,85.7,PROMO_1,0
1468,2022-12-28,34.0,M,PK,standard,22.04,paid_search,ios,2,57.0,PROMO_1,0
1469,2021-07-04,43.0,Other,PK,premium,41.5,partner,,0,49.8,PROMO_19,0
1470,2024-03-19,44.0,F,AE,basic,8.46,referral,,2,56.7,PROMO_1,0
1471,2021-01-19,37.0,M,US,premium,34.63,social,android,1,27.0,PROMO_17,0
1472,2021-10-21,25.0,F,US,basic,9.41,paid_search,android,0,51.9,PROMO_4,1
1473,2022-09-29,28.0,F,IN,standard,18.92,social,android,2,59.8,PROMO_134,1
1474,2023-08-30,,F,IN,basic,7.97,paid_search,android,1,45.6,PROMO_1,0
1475,2020-10-01,51.0,F,UK,basic,9.31,referral,android,1,57.9,PROMO_1,0
1476,2023-04-21,35.0,M,US,standard,18.59,partner,android,2,61.9,PROMO_4,0
1477,2022-08-04,40.0,F,PK,standard,19.81,partner,android,0,39.1,PROMO_4,0
1478,2022-12-15,50.0,M,US,basic,9.32,social,android,2,68.7,PROMO_8,0
1479,2023-07-28,,M,US,standard,18.08,social,web,2,49.1,PROMO_2,0
1480,2022-11-14,32.0,F,PK,premium,40.97,paid_search,ios,1,78.6,PROMO_6,0
1481,2023-11-14,59.0,M,DE,basic,8.64,organic,ios,3,69.6,PROMO_1,0
1482,2024-06-08,40.0,F,US,standard,18.34,social,ios,2,56.1,PROMO_1,0
1483,2023-05-07,25.0,F,PK,standard,18.19,partner,ios,0,37.8,PROMO_1,0
1484,2024-01-08,38.0,Other,AE,basic,9.81,referral,android,4,48.3,PROMO_13,1
1485,2022-11-16,48.0,F,US,premium,38.12,referral,web,0,65.1,PROMO_8,0
1486,2021-03-08,18.0,F,US,basic,9.99,paid_search,,2,41.6,PROMO_1,0
1487,2023-10-30,39.0,M,PK,standard,21.71,social,ios,2,56.5,PROMO_5,0
1488,2024-06-09,,F,PK,basic,8.47,social,web,0,58.2,PROMO_1,0
1489,2024-01-09,19.0,F,UK,basic,6.9,paid_search,android,5,48.3,PROMO_4,0
1490,2022-07-10,38.0,M,US,standard,20.59,organic,android,3,37.7,PROMO_2,0
1491,2023-05-28,35.0,M,PK,standard,18.48,social,web,2,74.0,PROMO_1,0
1492,2022-08-05,37.0,M,CA,premium,36.3,organic,ios,1,57.1,PROMO_4,0
1493,2024-05-01,33.0,M,CA,premium,37.16,social,android,0,45.5,PROMO_2,0
1494,2023-03-09,26.0,F,US,basic,8.7,partner,web,0,38.1,PROMO_29,0
1495,2022-11-23,21.0,F,CA,basic,9.93,social,web,1,63.5,PROMO_2,1
1496,2022-10-24,29.0,F,US,basic,9.12,organic,web,1,49.0,PROMO_1,0
1497,2022-05-12,46.0,F,PK,basic,9.92,paid_search,android,0,64.7,PROMO_5,0
1498,2021-06-29,40.0,Other,UK,basic,9.36,social,web,0,36.2,PROMO_1,0
1499,2022-09-05,36.0,M,US,premium,38.04,social,ios,1,54.5,PROMO_6,0
1500,2021-04-07,26.0,F,US,standard,18.41,organic,ios,4,42.8,PROMO_8,0
1501,2022-06-10,33.0,F,SE,basic,9.4,paid_search,,1,76.1,PROMO_1,0
1502,2023-06-17,45.0,F,US,basic,9.59,referral,ios,0,55.5,PROMO_4,0
1503,2023-07-30,43.0,M,PK,standard,20.52,organic,android,4,35.1,PROMO_1,1
1504,2023-03-23,32.0,F,PK,basic,8.81,social,web,0,64.0,PROMO_1,0
1505,2022-03-09,18.0,M,IN,basic,9.13,referral,ios,1,68.5,PROMO_1,1
1506,2023-07-12,,F,PK,basic,9.42,referral,ios,2,44.9,PROMO_7,1
1507,2020-12-27,32.0,F,IN,basic,8.72,partner,android,1,37.9,PROMO_2,0
1508,2022-08-18,27.0,M,PK,basic,8.18,referral,android,2,17.0,PROMO_1,0
1509,2021-03-07,32.0,M,DE,standard,17.77,paid_search,ios,1,66.5,PROMO_1,0
1510,2021-11-11,46.0,F,PK,basic,8.83,paid_search,web,0,23.7,PROMO_1,0
1511,2023-03-08,37.0,M,PK,standard,20.01,organic,ios,1,49.3,PROMO_4,1
1512,2023-08-01,48.0,M,PK,standard,20.91,organic,android,2,24.1,PROMO_1,0
1513,2021-08-19,20.0,M,PK,premium,34.77,social,ios,1,77.0,PROMO_7,0
1514,2023-03-12,34.0,M,PK,basic,8.57,organic,android,2,70.0,PROMO_19,0
1515,2023-07-06,18.0,M,PK,basic,8.74,paid_search,ios,1,54.5,PROMO_1,0
1516,2020-12-05,32.0,M,UK,basic,9.57,referral,,2,65.7,PROMO_1,0
1517,2022-08-14,25.0,M,UK,basic,8.62,organic,android,1,48.0,PROMO_1,0
1518,2024-04-04,51.0,F,PK,basic,8.69,organic,android,2,37.6,PROMO_2,0
1519,2022-07-29,42.0,F,AE,standard,16.85,social,ios,3,24.9,PROMO_2,0
1520,2022-09-14,48.0,M,DE,basic,9.35,organic,ios,2,61.9,PROMO_1,0
1521,2021-03-06,32.0,M,NZ,basic,8.88,paid_search,android,4,34.9,PROMO_1,1
1522,2021-10-03,26.0,F,US,basic,8.53,organic,ios,1,87.9,PROMO_125,0
1523,2023-09-20,25.0,M,US,standard,18.61,referral,ios,1,33.3,PROMO_2,0
1524,2023-11-16,40.0,F,SE,premium,42.52,social,android,2,65.2,PROMO_69,0
1525,2022-03-01,57.0,Other,IN,standard,17.47,social,android,0,69.1,PROMO_1,0
1526,2024-04-06,42.0,F,IN,standard,17.72,organic,android,1,29.9,PROMO_39,0
1527,2023-03-28,,M,AE,standard,20.9,social,ios,0,43.3,PROMO_20,0
1528,2023-12-03,35.0,M,AE,standard,19.12,paid_search,android,1,46.6,PROMO_2,0
1529,2024-05-13,37.0,F,IN,basic,9.48,social,web,1,102.2,PROMO_150,0
1530,2020-12-21,59.0,F,US,standard,19.61,organic,ios,3,46.3,PROMO_2,0
1531,2024-02-08,51.0,F,PK,standard,18.95,organic,ios,1,32.9,PROMO_1,0
1532,2024-05-29,40.0,M,NZ,basic,8.75,organic,web,1,57.4,PROMO_125,0
1533,2020-12-01,38.0,M,CA,standard,20.26,organic,android,2,34.3,PROMO_1,0
1534,2023-09-25,40.0,F,PK,basic,9.84,organic,ios,0,49.1,PROMO_4,0
1535,2021-05-11,42.0,M,PK,standard,20.65,organic,android,0,43.2,PROMO_1,0
1536,2024-04-28,32.0,Other,IN,basic,8.15,referral,android,1,57.8,PROMO_3,0
1537,2023-11-12,28.0,F,US,standard,20.98,social,ios,0,41.6,PROMO_31,0
1538,2024-01-10,48.0,M,AE,premium,37.88,social,android,0,39.6,PROMO_9,0
1539,2021-10-10,37.0,F,PK,basic,8.46,organic,web,1,66.2,PROMO_30,0
1540,2022-02-06,47.0,F,PK,basic,8.88,organic,ios,1,54.3,PROMO_7,0
1541,2022-08-24,55.0,M,DE,basic,9.6,partner,ios,0,50.4,PROMO_2,0
1542,2023-07-13,43.0,F,SE,basic,9.39,organic,ios,0,21.1,PROMO_21,0
1543,2024-02-09,41.0,M,UK,premium,38.2,referral,web,1,59.3,PROMO_2,1
1544,2022-04-17,,M,PK,basic,9.6,social,android,0,42.9,PROMO_1,0
1545,2023-07-28,39.0,M,PK,basic,9.1,paid_search,ios,0,54.2,PROMO_1,1
1546,2022-03-19,25.0,M,PK,basic,8.59,social,android,1,22.3,PROMO_1,0
1547,2021-11-05,34.0,M,IN,premium,36.79,referral,android,3,54.2,PROMO_5,0
1548,2021-03-26,54.0,M,US,basic,9.3,referral,android,2,52.9,PROMO_1,0
1549,2022-07-30,23.0,M,IN,standard,18.87,paid_search,android,0,46.6,PROMO_8,0
1550,2024-06-04,29.0,M,IN,basic,8.01,organic,android,1,36.7,PROMO_2,0
1551,2023-05-20,49.0,M,US,basic,9.61,social,ios,1,67.5,PROMO_1,0
1552,2021-03-21,34.0,F,PK,standard,18.27,organic,ios,4,38.8,PROMO_1,0
1553,2022-06-06,36.0,F,SE,basic,10.15,paid_search,web,0,63.7,PROMO_88,0
1554,2022-02-07,49.0,F,PK,standard,16.87,social,ios,2,65.7,PROMO_1,0
1555,2022-09-18,29.0,F,IN,basic,8.87,organic,web,1,37.5,PROMO_2,0
1556,2023-10-30,21.0,F,US,standard,17.94,referral,web,0,61.2,PROMO_1,0
1557,2021-01-20,22.0,F,US,standard,17.52,partner,web,0,43.6,PROMO_1,0
1558,2021-07-10,43.0,F,US,standard,18.26,organic,android,2,59.6,PROMO_22,0
1559,2020-09-06,40.0,M,US,basic,10.27,organic,android,0,36.0,PROMO_6,0
1560,2021-03-18,29.0,M,AE,standard,19.22,paid_search,android,0,48.3,PROMO_5,0
1561,2023-05-06,24.0,F,UK,premium,36.53,organic,android,0,51.2,PROMO_1,0
1562,2023-06-26,34.0,M,PK,basic,7.68,organic,web,0,49.6,PROMO_1,0
1563,2023-07-04,49.0,M,UK,basic,7.76,partner,ios,1,55.7,PROMO_2,0
1564,2020-12-21,28.0,M,US,standard,18.18,organic,web,1,37.9,PROMO_5,0
1565,2022-05-04,30.0,F,IN,basic,8.54,organic,android,0,41.7,PROMO_3,0
1566,2022-09-22,24.0,F,IN,standard,18.66,paid_search,web,1,60.7,PROMO_1,0
1567,2020-10-13,33.0,F,AE,standard,15.55,organic,android,0,43.8,PROMO_5,0
1568,2022-03-01,41.0,M,SE,basic,8.93,referral,android,2,42.5,PROMO_1,0
1569,2021-01-02,60.0,M,US,standard,20.56,referral,web,0,37.4,PROMO_1,0
1570,2020-09-21,39.0,M,PK,standard,21.47,paid_search,android,1,43.1,PROMO_2,0
1571,2024-02-22,36.0,M,PK,basic,7.64,organic,ios,2,34.6,PROMO_1,0
1572,2023-01-29,46.0,M,CA,premium,36.5,referral,android,1,60.9,PROMO_1,0
1573,2021-09-01,45.0,M,US,basic,8.38,social,,1,43.3,PROMO_1,0
1574,2021-05-15,31.0,M,IN,basic,9.1,paid_search,ios,1,33.7,PROMO_2,0
1575,2023-11-19,62.0,M,US,standard,17.15,paid_search,web,1,47.0,PROMO_1,0
1576,2023-03-29,37.0,F,PK,basic,10.21,paid_search,ios,1,29.1,PROMO_1,1
1577,2022-05-16,,M,UK,standard,19.07,organic,ios,0,37.2,PROMO_1,0
1578,2021-06-04,43.0,F,UK,basic,8.91,paid_search,ios,0,70.3,PROMO_1,0
1579,2024-01-07,41.0,F,US,basic,10.15,social,ios,1,33.7,PROMO_1,1
1580,2022-03-04,54.0,Other,CA,basic,8.99,paid_search,ios,1,47.8,PROMO_6,0
1581,2023-04-28,31.0,F,AE,standard,19.61,social,android,2,83.1,PROMO_4,0
1582,2023-08-17,46.0,F,US,standard,17.86,social,ios,1,53.7,PROMO_17,0
1583,2022-06-30,39.0,M,DE,standard,16.92,referral,android,1,42.3,PROMO_150,0
1584,2022-11-17,48.0,F,US,premium,37.1,social,android,0,20.2,PROMO_1,0
1585,2022-01-15,35.0,F,CA,standard,22.32,organic,ios,1,52.5,PROMO_9,0
1586,2023-03-30,33.0,F,PK,standard,19.96,social,ios,0,38.5,PROMO_1,0
1587,2021-05-01,45.0,M,AE,standard,19.42,referral,ios,1,58.4,PROMO_150,0
1588,2024-02-24,41.0,F,US,premium,35.95,organic,web,5,39.9,PROMO_1,0
1589,2021-03-09,28.0,F,PK,standard,20.39,referral,ios,2,54.2,PROMO_4,1
1590,2024-04-30,52.0,M,AE,premium,34.76,partner,web,2,71.7,PROMO_1,0
1591,2021-08-30,45.0,F,US,basic,7.87,social,ios,4,60.1,PROMO_31,1
1592,2023-02-18,36.0,M,AE,basic,8.6,organic,android,1,30.2,PROMO_4,0
1593,2022-12-29,32.0,F,UK,standard,21.97,social,ios,0,51.3,PROMO_1,0
1594,2024-05-15,41.0,M,PK,basic,10.37,paid_search,android,2,64.5,PROMO_7,0
1595,2021-10-16,44.0,M,PK,basic,8.68,paid_search,web,2,27.2,PROMO_1,0
1596,2023-10-26,19.0,F,DE,premium,36.9,organic,android,1,75.3,PROMO_1,0
1597,2021-12-14,41.0,F,US,basic,7.82,social,android,3,52.1,PROMO_2,0
1598,2021-09-14,44.0,F,US,basic,9.06,social,ios,1,58.6,PROMO_1,0
1599,2021-04-01,18.0,F,PK,basic,9.12,paid_search,android,0,44.8,PROMO_1,1
1600,2021-10-07,39.0,F,US,basic,9.57,paid_search,android,3,50.7,PROMO_150,1
1601,2023-04-21,45.0,M,AE,standard,20.38,paid_search,android,2,36.6,PROMO_8,0
1602,2021-08-26,43.0,F,IN,premium,38.38,paid_search,web,1,73.2,PROMO_2,0
1603,2021-04-28,46.0,F,UK,premium,40.73,paid_search,android,1,76.9,PROMO_5,0
1604,2023-03-31,33.0,F,UK,standard,17.94,organic,ios,0,82.2,PROMO_1,0
1605,2023-12-22,26.0,M,US,standard,19.82,paid_search,ios,2,23.5,PROMO_1,0
1606,2021-01-29,18.0,F,AE,basic,8.63,organic,web,1,54.9,PROMO_1,0
1607,2023-11-19,49.0,M,CA,premium,40.43,referral,web,1,56.5,PROMO_5,0
1608,2022-03-14,45.0,M,PK,basic,9.27,paid_search,web,1,39.4,PROMO_2,1
1609,2023-07-20,50.0,F,DE,basic,9.05,referral,android,1,55.6,PROMO_1,1
1610,2023-12-20,29.0,F,PK,premium,41.48,paid_search,ios,1,28.5,PROMO_1,0
1611,2021-07-05,46.0,F,PK,premium,34.1,organic,web,2,72.1,PROMO_1,0
1612,2023-11-25,20.0,M,PK,basic,8.23,organic,,2,27.0,PROMO_1,0
1613,2021-11-29,,F,PK,standard,18.59,organic,android,0,53.8,PROMO_1,0
1614,2021-10-28,38.0,F,PK,basic,7.96,paid_search,,4,61.8,PROMO_3,0
1615,2024-03-19,44.0,M,PK,basic,8.71,referral,android,2,41.0,PROMO_1,0
1616,2023-10-16,55.0,M,PK,basic,8.73,organic,android,1,70.6,PROMO_1,1
1617,2021-06-10,34.0,F,PK,basic,9.94,paid_search,android,1,22.6,PROMO_1,0
1618,2022-07-11,27.0,M,PK,standard,19.22,organic,android,1,49.5,PROMO_14,0
1619,2023-12-26,27.0,F,US,basic,9.74,paid_search,web,2,24.7,PROMO_1,0
1620,2020-09-11,29.0,F,CA,standard,19.46,social,android,0,38.4,PROMO_1,0
1621,2023-06-11,61.0,F,UK,basic,8.61,organic,android,1,42.6,PROMO_2,0
1622,2024-06-05,45.0,M,PK,premium,39.42,organic,android,3,41.7,PROMO_1,0
1623,2020-12-13,49.0,F,US,standard,20.11,social,ios,0,69.1,PROMO_11,0
1624,2024-05-19,34.0,M,US,premium,42.72,paid_search,ios,1,32.4,PROMO_2,0
1625,2022-05-09,,M,PK,basic,8.9,paid_search,ios,2,26.7,PROMO_5,0
1626,2020-09-09,45.0,M,US,standard,16.5,social,ios,1,43.5,PROMO_1,0
1627,2022-04-05,31.0,F,US,standard,16.39,organic,ios,1,51.7,PROMO_14,0
1628,2022-03-27,34.0,F,US,basic,8.76,referral,android,0,57.5,PROMO_1,0
1629,2022-12-23,30.0,M,AE,basic,7.32,referral,android,0,67.3,PROMO_1,0
1630,2023-12-18,32.0,F,US,basic,10.29,paid_search,web,1,17.7,PROMO_1,0
1631,2022-04-12,38.0,M,PK,basic,9.43,paid_search,web,3,75.3,PROMO_1,0
1632,2021-01-19,28.0,F,PK,basic,8.54,paid_search,android,0,37.7,PROMO_16,0
1633,2024-02-06,40.0,M,IN,basic,8.2,referral,web,0,45.8,PROMO_1,0
1634,2021-02-12,40.0,M,AE,basic,9.74,organic,web,1,50.3,PROMO_1,0
1635,2022-11-16,35.0,M,AE,standard,17.31,social,web,1,17.4,PROMO_5,0
1636,2022-06-02,28.0,M,IN,basic,8.27,paid_search,web,1,43.5,PROMO_1,0
1637,2023-10-26,38.0,F,UK,basic,8.45,referral,web,1,64.9,PROMO_1,0
1638,2022-02-03,31.0,F,PK,standard,19.17,partner,android,1,59.5,PROMO_1,0
1639,2023-10-03,38.0,F,DE,basic,9.45,organic,android,3,42.5,PROMO_2,0
1640,2023-05-31,49.0,M,PK,basic,9.86,paid_search,web,3,53.2,PROMO_4,0
1641,2021-09-19,23.0,F,AE,basic,9.75,paid_search,ios,0,56.9,PROMO_5,0
1642,2024-04-02,61.0,F,US,basic,9.0,social,ios,3,46.1,PROMO_72,0
1643,2022-10-02,36.0,F,PK,basic,9.73,organic,android,2,57.4,PROMO_2,0
1644,2022-03-13,42.0,F,PK,basic,8.52,social,android,2,38.0,PROMO_4,0
1645,2023-12-11,29.0,M,US,basic,7.69,social,web,0,35.8,PROMO_1,0
1646,2023-05-01,50.0,M,UK,premium,36.91,partner,android,0,45.5,PROMO_150,0
1647,2023-02-22,36.0,F,PK,premium,36.48,social,ios,1,13.8,PROMO_1,0
1648,2021-12-08,33.0,F,PK,basic,8.54,social,android,2,60.4,PROMO_6,0
1649,2020-10-02,31.0,M,US,basic,8.31,organic,web,1,51.2,PROMO_10,0
1650,2021-04-13,34.0,M,CA,basic,8.67,organic,,0,46.7,PROMO_1,0
1651,2023-09-23,42.0,M,CA,standard,19.94,social,web,1,61.9,PROMO_1,0
1652,2024-05-16,39.0,M,AE,standard,21.61,social,android,1,55.8,PROMO_6,0
1653,2024-03-31,37.0,M,US,basic,7.76,referral,web,2,66.0,PROMO_1,0
1654,2022-03-11,29.0,M,US,basic,8.07,paid_search,android,1,73.7,PROMO_5,0
1655,2023-11-08,29.0,M,PK,basic,8.43,organic,web,0,55.0,PROMO_4,0
1656,2023-07-27,32.0,M,PK,premium,41.39,organic,ios,0,39.2,PROMO_1,1
1657,2021-03-29,42.0,M,PK,premium,38.36,paid_search,,0,60.9,PROMO_1,0
1658,2021-02-21,44.0,M,IN,basic,8.48,paid_search,,0,39.3,PROMO_4,0
1659,2021-04-10,46.0,F,US,standard,20.09,organic,ios,1,38.6,PROMO_2,0
1660,2023-06-26,37.0,F,PK,basic,9.69,organic,ios,0,45.6,PROMO_11,0
1661,2022-02-06,41.0,M,UK,standard,18.97,paid_search,android,0,67.4,PROMO_5,0
1662,2022-02-19,35.0,M,PK,premium,36.45,paid_search,android,1,61.3,PROMO_4,0
1663,2023-09-29,,F,US,basic,9.19,partner,,1,63.3,PROMO_11,0
1664,2022-05-09,35.0,F,AE,basic,8.83,referral,ios,2,51.8,PROMO_9,0
1665,2022-06-17,33.0,F,CA,standard,18.63,organic,ios,2,58.5,PROMO_7,0
1666,2022-12-12,26.0,F,DE,basic,8.63,referral,ios,0,59.0,PROMO_1,0
1667,2021-08-08,31.0,M,IN,standard,20.41,paid_search,android,0,39.7,PROMO_1,0
1668,2021-11-18,38.0,M,PK,basic,9.18,partner,android,2,58.8,PROMO_2,0
1669,2022-06-06,25.0,M,AE,premium,42.23,social,android,0,49.9,PROMO_2,0
1670,2021-09-13,29.0,F,IN,basic,9.96,organic,web,0,43.9,PROMO_4,0
1671,2021-07-23,54.0,F,US,basic,9.33,organic,android,1,44.6,PROMO_1,0
1672,2022-04-20,19.0,F,CA,basic,8.64,partner,ios,1,41.7,PROMO_1,1
1673,2023-06-07,35.0,F,IN,basic,9.75,partner,android,4,45.8,PROMO_10,0
1674,2021-07-30,24.0,M,AE,basic,9.34,paid_search,android,2,49.9,PROMO_1,0
1675,2021-09-24,29.0,F,PK,standard,22.96,social,ios,1,60.0,PROMO_3,0
1676,2020-09-22,35.0,M,PK,basic,9.22,paid_search,ios,0,72.6,PROMO_1,0
1677,2023-11-17,26.0,M,AE,basic,9.5,referral,web,0,58.5,PROMO_2,1
1678,2022-11-10,43.0,F,IN,basic,9.21,paid_search,android,2,51.8,PROMO_3,0
1679,2020-12-13,52.0,F,PK,basic,8.93,organic,web,0,20.0,PROMO_1,0
1680,2022-07-01,46.0,F,US,premium,38.19,paid_search,web,0,86.3,PROMO_2,1
1681,2020-11-18,48.0,F,PK,premium,39.92,social,web,0,39.4,PROMO_2,0
1682,2024-05-24,,M,US,basic,9.38,paid_search,android,0,39.9,PROMO_1,0
1683,2024-04-23,34.0,M,DE,standard,20.75,referral,ios,0,69.0,PROMO_4,0
1684,2021-06-08,42.0,M,UK,standard,19.47,partner,web,0,33.5,PROMO_1,0
1685,2023-02-02,47.0,M,UK,premium,37.56,organic,ios,2,55.6,PROMO_5,0
1686,2022-06-24,,M,AE,basic,8.76,referral,android,2,43.1,PROMO_8,1
1687,2022-10-29,49.0,M,UK,basic,8.05,social,web,2,46.2,PROMO_10,0
1688,2022-11-26,47.0,F,AE,basic,10.2,social,web,0,50.7,PROMO_1,0
1689,2020-11-22,66.0,F,PK,premium,37.31,organic,ios,0,32.1,PROMO_6,0
1690,2024-02-02,38.0,F,PK,standard,20.47,paid_search,android,2,48.1,PROMO_150,0
1691,2021-07-11,34.0,F,CA,basic,9.2,partner,ios,3,65.4,PROMO_2,0
1692,2021-01-30,39.0,M,US,basic,9.22,social,ios,2,48.9,PROMO_1,0
1693,2021-12-16,27.0,F,PK,standard,18.82,social,android,1,102.5,PROMO_1,0
1694,2022-12-13,38.0,M,US,premium,36.54,organic,ios,2,51.4,PROMO_12,0
1695,2023-11-03,18.0,F,AE,basic,8.3,paid_search,android,0,32.1,PROMO_4,0
1696,2021-11-12,31.0,M,PK,standard,21.63,paid_search,,0,42.2,PROMO_20,1
1697,2022-09-03,36.0,F,UK,basic,9.08,social,web,1,21.0,PROMO_150,0
1698,2023-11-17,47.0,F,PK,basic,9.81,referral,android,1,66.2,PROMO_1,0
1699,2023-01-31,49.0,M,IN,standard,21.11,paid_search,android,2,74.1,PROMO_1,0
1700,2020-10-23,26.0,F,UK,standard,18.38,organic,web,2,62.6,PROMO_2,0
1701,2023-06-10,60.0,M,CA,premium,40.32,organic,ios,0,37.4,PROMO_3,0
1702,2023-10-08,39.0,M,DE,basic,9.03,organic,,1,36.9,PROMO_46,0
1703,2021-11-12,40.0,F,CA,basic,8.17,organic,android,1,61.0,PROMO_4,0
1704,2023-09-09,19.0,F,US,basic,8.87,paid_search,ios,3,42.2,PROMO_1,1
1705,2020-12-19,30.0,F,PK,basic,9.42,referral,android,0,37.1,PROMO_1,0
1706,2021-03-13,49.0,F,IN,basic,8.64,paid_search,android,1,35.4,PROMO_3,0
1707,2020-09-22,39.0,M,IN,basic,8.77,referral,android,1,78.0,PROMO_145,1
1708,2020-12-29,38.0,M,IN,basic,8.88,partner,ios,2,43.0,PROMO_150,0
1709,2023-07-10,39.0,F,NZ,basic,10.52,organic,,1,62.5,PROMO_5,0
1710,2023-08-23,21.0,M,UK,basic,7.68,social,android,0,58.2,PROMO_88,0
1711,2023-02-24,36.0,M,UK,standard,19.76,organic,,2,37.3,PROMO_1,0
1712,2022-09-01,52.0,F,CA,basic,8.82,organic,web,2,50.6,PROMO_1,0
1713,2021-02-12,49.0,F,PK,standard,18.03,organic,android,1,35.0,PROMO_1,0
1714,2021-09-02,36.0,M,CA,premium,38.13,organic,web,1,71.7,PROMO_1,0
1715,2022-01-03,54.0,M,CA,standard,20.01,social,ios,0,36.3,PROMO_1,0
1716,2021-02-14,23.0,F,UK,basic,9.52,social,ios,0,55.5,PROMO_2,0
1717,2022-01-01,26.0,M,US,basic,9.13,social,ios,0,42.6,PROMO_54,0
1718,2023-01-04,57.0,F,AE,standard,20.66,social,ios,1,36.1,PROMO_2,0
1719,2022-11-19,43.0,M,IN,standard,20.93,referral,android,1,66.2,PROMO_1,0
1720,2022-06-28,34.0,M,PK,basic,9.59,referral,ios,0,42.2,PROMO_3,0
1721,2024-02-09,36.0,F,US,basic,8.61,referral,,0,22.6,PROMO_4,0
1722,2021-08-22,28.0,M,AE,standard,19.75,social,android,1,56.4,PROMO_3,0
1723,2021-12-23,40.0,F,CA,basic,9.36,paid_search,ios,1,39.4,PROMO_1,0
1724,2021-09-06,39.0,M,AE,standard,17.76,paid_search,android,0,52.4,PROMO_9,0
1725,2022-06-05,37.0,M,UK,basic,7.87,paid_search,,0,62.8,PROMO_1,0
1726,2021-06-26,24.0,F,PK,basic,7.54,organic,ios,4,55.3,PROMO_3,1
1727,2020-11-08,40.0,F,US,standard,19.11,referral,android,2,63.3,PROMO_2,0
